card_id,bank_scope_id,content_type,level_band,profession,quality_band,overall_score,difficulty_0_100,show_stage,source_rel
card.sentence.practical_nurse.asiakkaan-oma-vaatevalinta-voi-olla-tarkea-osa-identiteettia-vaikka-tyontekijan-on-samalla-arvioitava-vaatetuksen-turvallisuutta-ja-kaytannollisyytta.-the-client-s-own-clothing-cho.aef1f4,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-oma-valinta-nukkumaanmenoajasta-on-sovitettava-yhteen-turvallisuuden-laakemuistutusten-ja-seuraavan-paivan-jaksamisen-kanssa.-the-client-s-own-choice-of-bedtime-must-be-r.022a1b,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-oma-valinta-osallistua-vain-osaan-toiminnasta-voi-silti-olla-tarkea-askel-kohti-tavoitetta.-the-client-s-own-choice-to-participate-in-only-part-of-an-activity-can-still-b.2d48b1,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-oma-valinta-siita-kuka-saa-kuulla-hanen-voinnistaan-on-huomioitava-myos-silloin-kun-omainen-kyselee-huolestuneena.-the-client-s-own-choice-about-who-may-hear-about-their-.ccc6d0,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omaa-arviota-voimavaroista-on-kuvattava-konkreettisesti-ilman-etta-asiakkaan-motiiveista-tehdaan-tarpeettomia-paatelmia.-the-client-s-own-assessment-of-resources-must-be-.1016c4,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omaa-tahtoa-ei-voi-paatella-pelkasta-myontelysta-jos-hanella-on-tapana-valttaa-ristiriitoja.-the-client-s-own-will-cannot-be-inferred-from-mere-agreement-if-they-tend-to-.b48bc0,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omaa-tapaa-kuvata-vointiaan-edellyttaa-etta-asiakkaalle-selitetaan-vaihtoehdot-ymmarrettavasti-ja-hanen-oma-nakokulmansa-kirjataan-nakyviin.-the-client-s-own-way-of-descr.e19a1e,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-oman-paivarytmin-sailyttamista-edellyttaa-etta-asiakkaalle-selitetaan-vaihtoehdot-ymmarrettavasti-ja-hanen-oma-nakokulmansa-kirjataan-nakyviin.-preserving-the-client-s-ow.9cc154,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-oman-tavoitteen-pitaa-nakya-myos-siina-milla-sanoilla-onnistumista-arvioidaan.-the-client-s-own-goal-should-also-be-visible-in-the-words-used-to-evaluate-success.5f9920,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-oman-tavoitteen-sanoittamista-voi-tukea-kuntoutumista-vain-jos-asiakkaan-voimavarat-ja-palautumisen-tarve-huomioidaan-samanaikaisesti.-putting-the-client-s-own-goal-into-.daef4c,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-oman-tavoitteen-tukeminen-vaatii-joskus-sita-etta-tyontekija-hyvaksyy-hitaamman-etenemisen-kuin-yksikon-aikataulu-suosisi.-supporting-the-client-s-own-goal-sometimes-requ.868cd2,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omasta-kipukuvauksesta-voi-vaikuttaa-asiakkaan-osallisuuteen-enemman-kuin-kiireessa-nayttaa-joten-mita-asiakas-sanoi-ja-mita-tyontekija-havaitsi-on-kuvattava-konkreettise.987516,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-tukee-se-etta-tyontekija-antaa-riittavasti-aikaa-yrittaa-ennen-kuin-tarjoaa-fyysista-apua.-the-client-s-independence-is-supported-when-the-worker-gives-eno.e082ce,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-aamutoimien-omasta-jarjestyksesta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-milloin-asia-arvioidaan-uudelleen.-the-cli.d76bd7,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-kuulokojeen-kayton-tukemisesta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-asiakkaan-oma-kokemus.-the-client-s-independe.f35fbf,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-muistilapun-hyodyntamisesta-arjessa-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-turvallisuuden-ja-itsemaaraamisen-tasapa.c606bc,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-omaisen-huolen-kasittelysta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-se-missa-vaiheessa-tukea-tarvittiin.-the-client-.4c4599,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-paatoksen-harkinta-ajasta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-miten-seuraava-vuoro-jatkaa-samaa-toimintatapaa.-t.ad8487,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-rollaattorin-kaytosta-kynnyksen-kohdalla-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-sovittu-jatkotoimi.-the-client-s-in.fa8125,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-ruokailun-rauhoittamisesta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-tyontekijan-konkreettinen-havainto.-the-client-s-.a32081,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-suihkutilanteen-yksityisyydesta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-asiakkaan-kayttamat-omat-sanat.-the-client-s.027b35,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-ulkoilun-varasuunnitelmasta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-miten-ratkaisu-vaikuttaa-arjen-sujuvuuteen.-the-.b1e4a8,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omatoimisuutta-voidaan-tukea-paremmin-kun-uuden-tyontekijan-esittelysta-sidotaan-hanen-omaan-arkeensa-ja-kirjauksessa-nakyy-mika-vaihtoehto-asiakkaasta-tuntui-hyvaksyttav.003bfd,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omien-sanojen-kayttaminen-kirjauksessa-voi-auttaa-seuraavaa-tyontekijaa-ymmartamaan-mika-asiassa-on-asiakkaalle-tarkeaa.-using-the-client-s-own-words-in-documentation-can.a1485d,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omien-sanojen-kirjaaminen-voi-auttaa-erottamaan-tyontekijan-havainnon-siita-miten-asiakas-itse-tulkitsee-tilanteensa.-recording-the-client-s-own-words-can-help-distinguis.3987b0,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-omien-sanojen-sailyttaminen-voi-auttaa-erottamaan-hanen-kokemuksensa-tyontekijan-tekemasta-tulkinnasta.-preserving-the-client-s-own-words-can-help-distinguish-their-exper.698999,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-onnistuminen-arjen-pienessa-tehtavassa-kannattaa-kirjata-jos-se-kertoo-tavoitteiden-etenemisesta-tai-tuen-oikeasta-maarasta.-the-client-s-success-in-a-small-everyday-task.08f50c,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-onnistuminen-muistivihkon-kaytossa-kertoo-seka-valineen-sopivuudesta-etta-hanen-kyvystaan-hyodyntaa-ohjausta.-the-client-s-success-in-using-a-memory-notebook-shows-both-t.7f5efc,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistuminen-laakedosetin-esille-ottamiseen-voi-tukea-muistamista-vaikka-varsinainen-laakkeenotto-tapahtuisi-ohjatusti.-the-client-s-participation-in-bringing-out-the-m.1ac651,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistuminen-omaan-arviointiinsa-vahvistuu-kun-tyontekija-kayttaa-konkreettisia-esimerkkeja-eika-pelkkia-ammatillisia-kasitteita.-the-client-s-participation-in-their-ow.8823cd,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistuminen-oman-viikon-suunnitteluun-voi-tukea-ennakoitavuutta-ja-vahentaa-tarvetta-toistuviin-varmistuksiin.-the-client-s-participation-in-planning-their-own-week-ca.627339,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistuminen-siivouksen-kevyisiin-osiin-voi-tukea-toimijuutta-vaikka-tyontekija-huolehtisi-raskaammista-vaiheista.-the-client-s-participation-in-light-parts-of-cleaning.86e93e,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistuminen-tavoitteiden-arviointiin-voi-paljastaa-ettei-tyontekijan-pitama-edistys-tunnu-asiakkaasta-merkitykselliselta.-the-client-s-participation-in-evaluating-goal.db7f28,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistuminen-voi-olla-sita-etta-han-valitsee-kahdesta-turvallisesta-vaihtoehdosta-vaikka-tyontekija-rajaa-muut-vaihtoehdot-pois.-the-client-s-participation-may-mean-cho.f0eb37,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistumista-omaan-arviointiinsa-on-arvioitava-asiakkaan-oman-kokemuksen-turvallisuuden-ja-sovitun-palvelusuunnitelman-nakokulmasta.-the-client-s-participation-in-their.54430b,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallistumista-tukee-etta-palvelun-muutoksesta-puhutaan-ennen-sen-toteuttamista-eika-vasta-jalkeenpain.-the-client-s-participation-is-supported-when-a-service-change-is-d.1c3e1f,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuus-ei-toteudu-jos-han-saa-tiedon-paatoksesta-vasta-sen-jalkeen-kun-kaytannon-jarjestelyt-on-jo-tehty.-the-client-s-participation-is-not-realized-if-they-receive-i.7528cc,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuus-ei-toteudu-jos-hanelle-kerrotaan-vain-lopputulos-mutta-ei-sita-miten-hanen-nakemyksensa-vaikutti-ratkaisuun.-the-client-s-participation-is-not-realized-if-they.a499d3,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-aamutoimien-jarjestyksesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-partic.ce32b8,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-digilaitteen-ilmoitusten-ymmartamisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-cl.37a005,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-iltarutiinin-sailyttamisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-part.ae7110,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-kavelyharjoituksen-jatkamisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-p.5cc3fb,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-kivun-kuvaamisesta-asiakkaan-omin-sanoin-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-c.065115,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-kotona-havaituista-turvallisuusriskeista-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-c.cee726,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-laakemuistutuksen-vastaanottamisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-clien.058bc8,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-lepohetken-tarpeesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-participatio.2de634,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-muistilistan-laatimisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-partici.1781f7,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-omaisen-osallistumisesta-keskusteluun-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-clie.d0cbb9,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-palvelusuunnitelman-tavoitteen-tarkentamisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella..74badb,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-peseytymisen-aloittamisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-parti.6901be,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-rollaattorin-kaytosta-sisalla-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-par.a26094,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-ruokailutilanteen-rauhallisuudesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-.63ba56,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-ryhmatoimintaan-osallistumisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-.82a404,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-turvapuhelimen-kayton-harjoittelusta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-clien.6e44b7,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-ulkoilun-peruuntumisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-particip.c82a07,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-uuden-tyontekijan-perehdyttamisesta-asiakkaan-arkeen-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perust.182eda,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-vaatteiden-valitsemisesta-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-the-client-s-partici.724027,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-tukee-se-etta-yksityisyyden-suojaamisesta-hoitotilanteessa-kasitellaan-yhdessa-eika-ratkaista-pelkastaan-tyontekijan-kiireen-tai-yksikon-tavan-perusteella.-t.d8455d,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-aamupesun-ja-pukeutumisen-yhteydessa-omatoimisuutta-tuetaan-turvallisuuden-rajoissa-pienin-ja-perustelluin-askelin-eika-asiaa-ratkaista-pel.ddc938,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-han-saa-vaikuttaa-myos-pieniin-arjen-valintoihin-ei-vain-suuriin-palvelupaatoksiin.-the-client-s-participation-is-strengthened-when-they-ca.36602c,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-kotihoidon-kaynnilla-ja-ympariston-turvallisuutta-arvioitaessa-huoli-viedaan-tiimin-kasittelyyn-eika-jateta-yhden-tyontekijan-tulkinnan-var.b4a220,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-laakehoidon-muistuttamiseen-liittyvissa-tilanteissa-asiakkaan-oma-nakemys-selvitetaan-ennen-muutoksen-ehdottamista-eika-asiaa-ratkaista-pel.a5dc11,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-levon-kivun-ja-vireystilan-seurannassa-tavoite-liitetaan-asiakkaalle-merkitykselliseen-arjen-rutiiniin-eika-asiaa-ratkaista-pelkan-kiireen-.9f4e5e,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-liikkumisen-ja-siirtymisten-harjoittelussa-havainnot-kirjataan-konkreettisesti-neutraalisti-ja-aikajarjestyksen-kannalta-ymmarrettavasti-ei.f794bb,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-muistin-mielialan-ja-vuorovaikutuksen-muutoksissa-omaisen-antama-tieto-erotetaan-asiakkaan-omasta-tahdosta-ja-tyontekijan-havainnosta-eika-.058865,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-omaisten-kanssa-kaytavissa-keskusteluissa-yksityisyys-ja-arvokkuus-varmistetaan-myos-silloin-kun-apua-tarvitaan-paljon-eika-asiaa-ratkaista.cf23ca,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-palvelusuunnitelmaa-paivitettaessa-jatkoseurannasta-sovitaan-niin-etta-vastuu-ja-aikataulu-nakyvat-kirjauksessa-eika-asiaa-ratkaista-pelkan.7e3be3,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-ruokailun-ja-juomisen-tukemisessa-vaihtoehdot-selitetaan-rauhallisesti-ja-asiakkaan-ymmarrysta-tarkistaen-eika-asiaa-ratkaista-pelkan-kiire.4c935e,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-osallisuutta-vahvistaa-se-etta-wc-kayntien-ja-intiimitilanteiden-avustamisessa-avun-maara-suhteutetaan-todelliseen-toimintakykyyn-eika-vanhaan-rutiiniin-eika-asiaa-ratkai.920315,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-paatos-olla-osallistumatta-ryhmatoimintaan-voi-olla-perusteltu-jos-hanelle-on-tarjottu-vaihtoehtoja-ja-han-on-saanut-kertoa-oman-syynsa.-the-client-s-decision-not-to-part.ee7358,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-paivarytmia-muutettaessa-on-arvioitava-tukeeko-muutos-hanen-omaa-jaksamistaan-vai-palveleeko-se-lahinna-yksikon-sisaista-tyonjakoa.-when-changing-the-client-s-daily-rhyth.9173cc,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
card.sentence.practical_nurse.asiakkaan-paivittainen-pieni-valinta-voi-olla-tarkeampi-osallisuuden-lahde-kuin-harvoin-jarjestettava-virallinen-palaveri.-a-small-daily-choice-by-the-client-may-be-a-more-importan.cb42d8,professional.practical_nurse.sentences,sentence_card,C1_C2,practical_nurse,coverage_topup,29,72,8,professional/practical_nurse/sentences/c1_c2.json
