content_type,profession,front,accepted_answers,count,source_paths,sample_ids
sentence_card,practical_nurse,complete the missing part of the sentence.,"– avattiin ovi, ja sisään tuli kaksi poliisia, kolme ensihoitajaa ja kaksi sosiaalityöntekijää | sosiaalityöntekijää | sosiaalityöntekijää",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.avattiin.ovi.ja.sisaan.tuli.kaksi.poliisia.kolme.ensihoitajaa.ja.2635 || card.sentence.practical_nurse.avattiin.ovi.ja.sisaan.tuli.kaksi.poliisia.kolme.ensihoitajaa.ja.4808 || card.sentence.practical_nurse.avattiin.ovi.ja.sisaan.tuli.kaksi.poliisia.kolme.ensihoitajaa.ja.4813 || card.sentence.practical_nurse.avattiin.ovi.ja.sisaan.tuli.kaksi.poliisia.kolme.ensihoitajaa.ja.4818 || card.sentence.practical_nurse.avattiin.ovi.ja.sisaan.tuli.kaksi.poliisia.kolme.ensihoitajaa.ja.5856
sentence_card,practical_nurse,complete the missing part of the sentence.,ensin pyydettäisin pitämään ruokapäiväkirjaa ja kannustettaisiin laihduttamaan ”perinteisin menetelmin”. | laihduttamaan | laihduttamaan,6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.ensin.pyydettaisin.pitamaan.ruokapaivakirjaa.ja.kannustettaisiin.3314 || card.sentence.practical_nurse.ensin.pyydettaisin.pitamaan.ruokapaivakirjaa.ja.kannustettaisiin.3322 || card.sentence.practical_nurse.ensin.pyydettaisin.pitamaan.ruokapaivakirjaa.ja.kannustettaisiin.3327 || card.sentence.practical_nurse.ensin.pyydettaisin.pitamaan.ruokapaivakirjaa.ja.kannustettaisiin.3332 || card.sentence.practical_nurse.ensin.pyydettaisin.pitamaan.ruokapaivakirjaa.ja.kannustettaisiin.6599
sentence_card,practical_nurse,complete the missing part of the sentence.,"hämeenlinnan terveysvalvonnan terveystarkastaja sanna tuomi kertoo sähköpostitse, että raa’assa lihassa voi esiintyä ruokamyrkytyksiä aiheuttavaa salmonellaa ja kampylobakteereita. | kampylobakteereita | kampylobakteereita",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.hameenlinnan.terveysvalvonnan.terveystarkastaja.sanna.tuomi.kert.0362 || card.sentence.practical_nurse.hameenlinnan.terveysvalvonnan.terveystarkastaja.sanna.tuomi.kert.3350 || card.sentence.practical_nurse.hameenlinnan.terveysvalvonnan.terveystarkastaja.sanna.tuomi.kert.3355 || card.sentence.practical_nurse.hameenlinnan.terveysvalvonnan.terveystarkastaja.sanna.tuomi.kert.3373 || card.sentence.practical_nurse.hameenlinnan.terveysvalvonnan.terveystarkastaja.sanna.tuomi.kert.3378
sentence_card,practical_nurse,complete the missing part of the sentence.,"isännöitsijä eeva heikkinen kertoo, että hän sai taloyhtiöistä ilmoituksia piha-alueilla ja roskakatoksissa nähdyistä rotista. | rotista | rotista",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.isannoitsija.eeva.heikkinen.kertoo.etta.han.sai.taloyhtioista.il.1503 || card.sentence.practical_nurse.isannoitsija.eeva.heikkinen.kertoo.etta.han.sai.taloyhtioista.il.2413 || card.sentence.practical_nurse.isannoitsija.eeva.heikkinen.kertoo.etta.han.sai.taloyhtioista.il.2421 || card.sentence.practical_nurse.isannoitsija.eeva.heikkinen.kertoo.etta.han.sai.taloyhtioista.il.2426 || card.sentence.practical_nurse.isannoitsija.eeva.heikkinen.kertoo.etta.han.sai.taloyhtioista.il.2431
sentence_card,practical_nurse,complete the missing part of the sentence.,"isossa-britanniassa hoitosuositukset laaditaan puolestaan terveydenhuoltoviranomaisen asettamissa riippumattomissa komiteoissa, joiden jäseninä on sekä ammattilaisten että potilaiden edustajia | edustajia | edustajia",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.isossa.britanniassa.hoitosuositukset.laaditaan.puolestaan.tervey.1449 || card.sentence.practical_nurse.isossa.britanniassa.hoitosuositukset.laaditaan.puolestaan.tervey.4898 || card.sentence.practical_nurse.isossa.britanniassa.hoitosuositukset.laaditaan.puolestaan.tervey.4903 || card.sentence.practical_nurse.isossa.britanniassa.hoitosuositukset.laaditaan.puolestaan.tervey.4908 || card.sentence.practical_nurse.isossa.britanniassa.hoitosuositukset.laaditaan.puolestaan.tervey.4913
sentence_card,practical_nurse,complete the missing part of the sentence.,"järjestelmien ihmisenkaltaisuuden on havaittu parantavan käyttökokemusta, sanotaan yhdysvaltain kansallisen lääketieteellisen kirjaston sivuilla olevassa tutkimuksessa. | tutkimuksessa | tutkimuksessa",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.jarjestelmien.ihmisenkaltaisuuden.on.havaittu.parantavan.kayttok.1042 || card.sentence.practical_nurse.jarjestelmien.ihmisenkaltaisuuden.on.havaittu.parantavan.kayttok.5870 || card.sentence.practical_nurse.jarjestelmien.ihmisenkaltaisuuden.on.havaittu.parantavan.kayttok.5880 || card.sentence.practical_nurse.jarjestelmien.ihmisenkaltaisuuden.on.havaittu.parantavan.kayttok.7746 || card.sentence.practical_nurse.jarjestelmien.ihmisenkaltaisuuden.on.havaittu.parantavan.kayttok.9145
sentence_card,practical_nurse,complete the missing part of the sentence.,"julkinen keskustelu, mielipiteet, kulttuuriset normit ja taloudelliset intressit vaikuttavat siihen, mitä kulloinkin pidetään sairautena | sairautena | sairautena",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.julkinen.keskustelu.mielipiteet.kulttuuriset.normit.ja.taloudell.1237 || card.sentence.practical_nurse.julkinen.keskustelu.mielipiteet.kulttuuriset.normit.ja.taloudell.4489 || card.sentence.practical_nurse.julkinen.keskustelu.mielipiteet.kulttuuriset.normit.ja.taloudell.4500 || card.sentence.practical_nurse.julkinen.keskustelu.mielipiteet.kulttuuriset.normit.ja.taloudell.4505 || card.sentence.practical_nurse.julkinen.keskustelu.mielipiteet.kulttuuriset.normit.ja.taloudell.4510
sentence_card,practical_nurse,complete the missing part of the sentence.,"– kirjanpidon vakiinnuttua me voisimme sen perusteella säätää luontohaittaveron tukemaan valtiontaloutta, kotiaho ehdottaa. | ehdottaa | ehdottaa",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.kirjanpidon.vakiinnuttua.me.voisimme.sen.perusteella.saataa.luon.0709 || card.sentence.practical_nurse.kirjanpidon.vakiinnuttua.me.voisimme.sen.perusteella.saataa.luon.3776 || card.sentence.practical_nurse.kirjanpidon.vakiinnuttua.me.voisimme.sen.perusteella.saataa.luon.7669 || card.sentence.practical_nurse.kirjanpidon.vakiinnuttua.me.voisimme.sen.perusteella.saataa.luon.7679 || card.sentence.practical_nurse.kirjanpidon.vakiinnuttua.me.voisimme.sen.perusteella.saataa.luon.7684
sentence_card,practical_nurse,complete the missing part of the sentence.,"kuten terveystalo, myös yrittäjänä toimiva ammatinharjoittaja on joutunut viime aikoina kohtaamaan muuttuneen markkinatilanteen ja kustannuspaineen, terveystalon viestinnästä todetaan. | todetaan | todetaan",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.kuten.terveystalo.myos.yrittajana.toimiva.ammatinharjoittaja.on..0232 || card.sentence.practical_nurse.kuten.terveystalo.myos.yrittajana.toimiva.ammatinharjoittaja.on..0403 || card.sentence.practical_nurse.kuten.terveystalo.myos.yrittajana.toimiva.ammatinharjoittaja.on..0481 || card.sentence.practical_nurse.kuten.terveystalo.myos.yrittajana.toimiva.ammatinharjoittaja.on..1356 || card.sentence.practical_nurse.kuten.terveystalo.myos.yrittajana.toimiva.ammatinharjoittaja.on..7503
sentence_card,practical_nurse,complete the missing part of the sentence.,"kyseisen tutkimuksen mukaan elimistö näyttäisi pääsevän paaston tai valvotun niukan dieetin avulla eroon immuunijärjestelmän vahingoittuneista tai vanhentuneista osista, joka johtaisi immuunijärjestelmän uusiutumiseen.[72] | immuunijärjestelmän | immuunijärjestelmän",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.kyseisen.tutkimuksen.mukaan.elimisto.nayttaisi.paasevan.paaston..0670 || card.sentence.practical_nurse.kyseisen.tutkimuksen.mukaan.elimisto.nayttaisi.paasevan.paaston..1327 || card.sentence.practical_nurse.kyseisen.tutkimuksen.mukaan.elimisto.nayttaisi.paasevan.paaston..3771 || card.sentence.practical_nurse.kyseisen.tutkimuksen.mukaan.elimisto.nayttaisi.paasevan.paaston..3781 || card.sentence.practical_nurse.kyseisen.tutkimuksen.mukaan.elimisto.nayttaisi.paasevan.paaston..3786
sentence_card,practical_nurse,complete the missing part of the sentence.,lääketieteen sukupuolivinouma tulee esiin sekä tappavien että toimintakykyä heikentävien sairauksien kohdalla | kohdalla | kohdalla,6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.laaketieteen.sukupuolivinouma.tulee.esiin.seka.tappavien.etta.to.1648 || card.sentence.practical_nurse.laaketieteen.sukupuolivinouma.tulee.esiin.seka.tappavien.etta.to.4597 || card.sentence.practical_nurse.laaketieteen.sukupuolivinouma.tulee.esiin.seka.tappavien.etta.to.6035 || card.sentence.practical_nurse.laaketieteen.sukupuolivinouma.tulee.esiin.seka.tappavien.etta.to.6043 || card.sentence.practical_nurse.laaketieteen.sukupuolivinouma.tulee.esiin.seka.tappavien.etta.to.6048
sentence_card,practical_nurse,complete the missing part of the sentence.,"monissa leikkauksissa kerta-annos, yleensä kefuroksiimia, riittää hyödyn saamiseksi ja yli päivän kestävää annostelua ei suositella.[25] | annostelua | annostelua",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.monissa.leikkauksissa.kerta.annos.yleensa.kefuroksiimia.riittaa..1311 || card.sentence.practical_nurse.monissa.leikkauksissa.kerta.annos.yleensa.kefuroksiimia.riittaa..1529 || card.sentence.practical_nurse.monissa.leikkauksissa.kerta.annos.yleensa.kefuroksiimia.riittaa..5295 || card.sentence.practical_nurse.monissa.leikkauksissa.kerta.annos.yleensa.kefuroksiimia.riittaa..5300 || card.sentence.practical_nurse.monissa.leikkauksissa.kerta.annos.yleensa.kefuroksiimia.riittaa..5308
sentence_card,practical_nurse,complete the missing part of the sentence.,"näiden keskiarvon perusteella diagnosoidaan kohonnut verenpaine.[9] jos potilaalla epäillään olevan kohonnut verenpaine, tehdään mittaukset lääkärin tai terveydenhoitajan luona useana eri päivänä lyhyehkön ajanjakson sisällä | sisällä | sisällä",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.naiden.keskiarvon.perusteella.diagnosoidaan.kohonnut.verenpaine..1348 || card.sentence.practical_nurse.naiden.keskiarvon.perusteella.diagnosoidaan.kohonnut.verenpaine..5084 || card.sentence.practical_nurse.naiden.keskiarvon.perusteella.diagnosoidaan.kohonnut.verenpaine..5092 || card.sentence.practical_nurse.naiden.keskiarvon.perusteella.diagnosoidaan.kohonnut.verenpaine..5100 || card.sentence.practical_nurse.naiden.keskiarvon.perusteella.diagnosoidaan.kohonnut.verenpaine..8541
sentence_card,practical_nurse,complete the missing part of the sentence.,naisten oireiden vähättely ja niiden väärä tulkinta johtaakin usein siihen etteivät naiset saa diagnoosia ja hoitoa tai ne viivästyvät tarpeettomasti | tarpeettomasti | tarpeettomasti,6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.naisten.oireiden.vahattely.ja.niiden.vaara.tulkinta.johtaakin.us.1335 || card.sentence.practical_nurse.naisten.oireiden.vahattely.ja.niiden.vaara.tulkinta.johtaakin.us.3832 || card.sentence.practical_nurse.naisten.oireiden.vahattely.ja.niiden.vaara.tulkinta.johtaakin.us.3837 || card.sentence.practical_nurse.naisten.oireiden.vahattely.ja.niiden.vaara.tulkinta.johtaakin.us.3842 || card.sentence.practical_nurse.naisten.oireiden.vahattely.ja.niiden.vaara.tulkinta.johtaakin.us.3847
sentence_card,practical_nurse,complete the missing part of the sentence.,"pihlajalinnan lääketieteellinen johtaja sari riihijärvi kirjoittaa sähköpostitse, että heille on tärkeää olla mukana parantamassa hoitoon pääsyä. | pääsyä | pääsyä",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.pihlajalinnan.laaketieteellinen.johtaja.sari.riihijarvi.kirjoitt.0342 || card.sentence.practical_nurse.pihlajalinnan.laaketieteellinen.johtaja.sari.riihijarvi.kirjoitt.0347 || card.sentence.practical_nurse.pihlajalinnan.laaketieteellinen.johtaja.sari.riihijarvi.kirjoitt.0920 || card.sentence.practical_nurse.pihlajalinnan.laaketieteellinen.johtaja.sari.riihijarvi.kirjoitt.2072 || card.sentence.practical_nurse.pihlajalinnan.laaketieteellinen.johtaja.sari.riihijarvi.kirjoitt.2077
sentence_card,practical_nurse,complete the missing part of the sentence.,"sairauksia, niiden hoitoa ja ehkäisyä laajana kokonaisuutena tutkii lääketiede, joka koostuu useista lääketieteen erikoisaloista. | erikoisaloista | erikoisaloista",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.sairauksia.niiden.hoitoa.ja.ehkaisya.laajana.kokonaisuutena.tutk.0614 || card.sentence.practical_nurse.sairauksia.niiden.hoitoa.ja.ehkaisya.laajana.kokonaisuutena.tutk.1619 || card.sentence.practical_nurse.sairauksia.niiden.hoitoa.ja.ehkaisya.laajana.kokonaisuutena.tutk.5110 || card.sentence.practical_nurse.sairauksia.niiden.hoitoa.ja.ehkaisya.laajana.kokonaisuutena.tutk.5115 || card.sentence.practical_nurse.sairauksia.niiden.hoitoa.ja.ehkaisya.laajana.kokonaisuutena.tutk.5123
sentence_card,practical_nurse,complete the missing part of the sentence.,se voi vaikeuttaa lääkäreiden työllistämistä varsinkin kun hyvinvointialueilla on jo nyt taloudellisesti tiukkaa. | tiukkaa | tiukkaa,6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.se.voi.vaikeuttaa.laakareiden.tyollistamista.varsinkin.kun.hyvin.2691 || card.sentence.practical_nurse.se.voi.vaikeuttaa.laakareiden.tyollistamista.varsinkin.kun.hyvin.3247 || card.sentence.practical_nurse.se.voi.vaikeuttaa.laakareiden.tyollistamista.varsinkin.kun.hyvin.3252 || card.sentence.practical_nurse.se.voi.vaikeuttaa.laakareiden.tyollistamista.varsinkin.kun.hyvin.3257 || card.sentence.practical_nurse.se.voi.vaikeuttaa.laakareiden.tyollistamista.varsinkin.kun.hyvin.3262
sentence_card,practical_nurse,complete the missing part of the sentence.,"tarkoitus on kääntää kaivinkoneella juuripaakut maata myöten etenkin asuinalueiden lähellä sijaitsevissa kohteissa sekä sellaisilla alueilla, missä liikutaan päivittäin. | päivittäin | päivittäin",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.tarkoitus.on.kaantaa.kaivinkoneella.juuripaakut.maata.myoten.ete.0878 || card.sentence.practical_nurse.tarkoitus.on.kaantaa.kaivinkoneella.juuripaakut.maata.myoten.ete.1810 || card.sentence.practical_nurse.tarkoitus.on.kaantaa.kaivinkoneella.juuripaakut.maata.myoten.ete.1815 || card.sentence.practical_nurse.tarkoitus.on.kaantaa.kaivinkoneella.juuripaakut.maata.myoten.ete.1823 || card.sentence.practical_nurse.tarkoitus.on.kaantaa.kaivinkoneella.juuripaakut.maata.myoten.ete.1828
sentence_card,practical_nurse,complete the missing part of the sentence.,"taskilan mukaan pakkotoimien puolelle ei voida mennä, jos potilas pystyy selkeästi ilmaisemaan oman kantansa ja perustelemaan sen järkevällä tavalla – ellei sitten ole kyse tilapäisen sairaudentilan aiheuttamasta ongelmasta henkilön ajattelussa. | ajattelussa | ajattelussa",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.taskilan.mukaan.pakkotoimien.puolelle.ei.voida.menna.jos.potilas.1429 || card.sentence.practical_nurse.taskilan.mukaan.pakkotoimien.puolelle.ei.voida.menna.jos.potilas.1488 || card.sentence.practical_nurse.taskilan.mukaan.pakkotoimien.puolelle.ei.voida.menna.jos.potilas.5164 || card.sentence.practical_nurse.taskilan.mukaan.pakkotoimien.puolelle.ei.voida.menna.jos.potilas.5175 || card.sentence.practical_nurse.taskilan.mukaan.pakkotoimien.puolelle.ei.voida.menna.jos.potilas.5183
sentence_card,practical_nurse,complete the missing part of the sentence.,"turska, lohi, mantelit, pähkinät ja soijapavut vähentävät tulehdusta | tulehdusta | tulehdusta",6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.turska.lohi.mantelit.pahkinat.ja.soijapavut.vahentavat.tulehdust.0257 || card.sentence.practical_nurse.turska.lohi.mantelit.pahkinat.ja.soijapavut.vahentavat.tulehdust.0751 || card.sentence.practical_nurse.turska.lohi.mantelit.pahkinat.ja.soijapavut.vahentavat.tulehdust.2451 || card.sentence.practical_nurse.turska.lohi.mantelit.pahkinat.ja.soijapavut.vahentavat.tulehdust.2456 || card.sentence.practical_nurse.turska.lohi.mantelit.pahkinat.ja.soijapavut.vahentavat.tulehdust.2464
sentence_card,practical_nurse,complete the missing part of the sentence.,tutkimuksen näyttö varoittaa lihavuuslääkkeiden lyhytaikaisesta käytöstä ilman kokonaisvaltaisempaa lähestymistapaa painonhallintaan. | painonhallintaan | painonhallintaan,6,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/practical_nurse/phrases/b1_b2.json,card.sentence.practical_nurse.tutkimuksen.naytto.varoittaa.lihavuuslaakkeiden.lyhytaikaisesta..6084 || card.sentence.practical_nurse.tutkimuksen.naytto.varoittaa.lihavuuslaakkeiden.lyhytaikaisesta..6089 || card.sentence.practical_nurse.tutkimuksen.naytto.varoittaa.lihavuuslaakkeiden.lyhytaikaisesta..6094 || card.sentence.practical_nurse.tutkimuksen.naytto.varoittaa.lihavuuslaakkeiden.lyhytaikaisesta..6099 || card.sentence.practical_nurse.tutkimuksen.naytto.varoittaa.lihavuuslaakkeiden.lyhytaikaisesta..6104
sentence_card,doctor,complete the missing part of the sentence.,bipolaarista häiriötä sairastavien aivoista löytyy myös merkkejä kroonisesta tulehduksesta | tulehduksesta | tulehduksesta,5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.bipolaarista.hairiota.sairastavien.aivoista.loytyy.myos.merkkeja.11377 || card.sentence.doctor.bipolaarista.hairiota.sairastavien.aivoista.loytyy.myos.merkkeja.4428 || card.sentence.doctor.bipolaarista.hairiota.sairastavien.aivoista.loytyy.myos.merkkeja.5747 || card.sentence.doctor.bipolaarista.hairiota.sairastavien.aivoista.loytyy.myos.merkkeja.7930 || card.sentence.doctor.bipolaarista.hairiota.sairastavien.aivoista.loytyy.myos.merkkeja.9250
sentence_card,doctor,complete the missing part of the sentence.,diabeteksille yhteiset oireet johtuvat hyperglykemiasta ja siihen liittyviä välittömiä oireita ovat esimerkiksi janoisuus ja runsas virtsaamistarve | virtsaamistarve | virtsaamistarve,5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.diabeteksille.yhteiset.oireet.johtuvat.hyperglykemiasta.ja.siihe.10363 || card.sentence.doctor.diabeteksille.yhteiset.oireet.johtuvat.hyperglykemiasta.ja.siihe.10647 || card.sentence.doctor.diabeteksille.yhteiset.oireet.johtuvat.hyperglykemiasta.ja.siihe.1807 || card.sentence.doctor.diabeteksille.yhteiset.oireet.johtuvat.hyperglykemiasta.ja.siihe.8949 || card.sentence.doctor.diabeteksille.yhteiset.oireet.johtuvat.hyperglykemiasta.ja.siihe.8954
sentence_card,doctor,complete the missing part of the sentence.,"diabetes lisää esimerkiksi infektioalttiutta[2] ja verisuonivaurioita, mikä johtaa esimerkiksi valtimokovettumataudin ja muiden sydän- ja verisuonisairauksien sekä impotenssin riskin lisääntymiseen.[2] diabetes saattaa aiheuttaa myös alzheimerin tautia ja muita dementiasairauksia[9]. | muita | muita",5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.diabetes.lisaa.esimerkiksi.infektioalttiutta.2.ja.verisuonivauri.0333 || card.sentence.doctor.diabetes.lisaa.esimerkiksi.infektioalttiutta.2.ja.verisuonivauri.3322 || card.sentence.doctor.diabetes.lisaa.esimerkiksi.infektioalttiutta.2.ja.verisuonivauri.4934 || card.sentence.doctor.diabetes.lisaa.esimerkiksi.infektioalttiutta.2.ja.verisuonivauri.6826 || card.sentence.doctor.diabetes.lisaa.esimerkiksi.infektioalttiutta.2.ja.verisuonivauri.9434
sentence_card,doctor,complete the missing part of the sentence.,"ennen vastaanottoa mika täytti esitietolomakkeen, jossa kysytään muun muassa, onko potilas käynyt vastikään verikokeissa tai onko suvussa ollut kilpirauhasen syöpää. | syöpää | syöpää",5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.ennen.vastaanottoa.mika.taytti.esitietolomakkeen.jossa.kysytaan..0137 || card.sentence.doctor.ennen.vastaanottoa.mika.taytti.esitietolomakkeen.jossa.kysytaan..0157 || card.sentence.doctor.ennen.vastaanottoa.mika.taytti.esitietolomakkeen.jossa.kysytaan..9182 || card.sentence.doctor.ennen.vastaanottoa.mika.taytti.esitietolomakkeen.jossa.kysytaan..9190 || card.sentence.doctor.ennen.vastaanottoa.mika.taytti.esitietolomakkeen.jossa.kysytaan..9195
sentence_card,doctor,complete the missing part of the sentence.,"erityisesti lääketieteessä keskitytään ihmisen anatomiaan, fysiologiaan ja biokemiaan sekä patologiaan ja mikrobiologiaan. | mikrobiologiaan | mikrobiologiaan",5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.erityisesti.laaketieteessa.keskitytaan.ihmisen.anatomiaan.fysiol.1554 || card.sentence.doctor.erityisesti.laaketieteessa.keskitytaan.ihmisen.anatomiaan.fysiol.4519 || card.sentence.doctor.erityisesti.laaketieteessa.keskitytaan.ihmisen.anatomiaan.fysiol.6956 || card.sentence.doctor.erityisesti.laaketieteessa.keskitytaan.ihmisen.anatomiaan.fysiol.6961 || card.sentence.doctor.erityisesti.laaketieteessa.keskitytaan.ihmisen.anatomiaan.fysiol.6966
sentence_card,doctor,complete the missing part of the sentence.,"erityistä tyytymättömyyttä ammatinharjoittajien keskuudessa on herättänyt ainakin mehiläisessä, terveystalossa ja pihlajalinnassa viime vuosina käyttöön otetut palkkiomallit, joilla määritellään vakuutusyhtiöiden ja työterveyden potilaiden vastaanotoille vähimmäis- ja enimmäispalkkiot. | enimmäispalkkiot | enimmäispalkkiot",5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.erityista.tyytymattomyytta.ammatinharjoittajien.keskuudessa.on.h.2028 || card.sentence.doctor.erityista.tyytymattomyytta.ammatinharjoittajien.keskuudessa.on.h.7337 || card.sentence.doctor.erityista.tyytymattomyytta.ammatinharjoittajien.keskuudessa.on.h.7350 || card.sentence.doctor.erityista.tyytymattomyytta.ammatinharjoittajien.keskuudessa.on.h.7355 || card.sentence.doctor.erityista.tyytymattomyytta.ammatinharjoittajien.keskuudessa.on.h.8595
sentence_card,doctor,complete the missing part of the sentence.,erotetaan jyvät akanoista ja terveet sairaista.” | terveet | terveet,5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.erotetaan.jyvat.akanoista.ja.terveet.sairaista.10248 || card.sentence.doctor.erotetaan.jyvat.akanoista.ja.terveet.sairaista.5457 || card.sentence.doctor.erotetaan.jyvat.akanoista.ja.terveet.sairaista.5462 || card.sentence.doctor.erotetaan.jyvat.akanoista.ja.terveet.sairaista.5467 || card.sentence.doctor.erotetaan.jyvat.akanoista.ja.terveet.sairaista.7345
sentence_card,doctor,complete the missing part of the sentence.,"hän kuvailee tautia ”ihan kamalaksi” ja arvioi, ettei koskaan aiemmin ole sairastanut yhtä pahaa oksennustautia ja ripulia. | ripulia | ripulia",5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.han.kuvailee.tautia.ihan.kamalaksi.ja.arvioi.ettei.koskaan.aiemm.1253 || card.sentence.doctor.han.kuvailee.tautia.ihan.kamalaksi.ja.arvioi.ettei.koskaan.aiemm.1258 || card.sentence.doctor.han.kuvailee.tautia.ihan.kamalaksi.ja.arvioi.ettei.koskaan.aiemm.2442 || card.sentence.doctor.han.kuvailee.tautia.ihan.kamalaksi.ja.arvioi.ettei.koskaan.aiemm.2447 || card.sentence.doctor.han.kuvailee.tautia.ihan.kamalaksi.ja.arvioi.ettei.koskaan.aiemm.5129
sentence_card,doctor,complete the missing part of the sentence.,"heidän mukaansa lääkkeitä määrätään liian paljon, ja he haluaisivat turvautua lääkkeettömään hoitoon. | hoitoon | hoitoon",5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.heidan.mukaansa.laakkeita.maarataan.liian.paljon.ja.he.haluaisiv.0417 || card.sentence.doctor.heidan.mukaansa.laakkeita.maarataan.liian.paljon.ja.he.haluaisiv.1501 || card.sentence.doctor.heidan.mukaansa.laakkeita.maarataan.liian.paljon.ja.he.haluaisiv.7414 || card.sentence.doctor.heidan.mukaansa.laakkeita.maarataan.liian.paljon.ja.he.haluaisiv.7419 || card.sentence.doctor.heidan.mukaansa.laakkeita.maarataan.liian.paljon.ja.he.haluaisiv.7424
sentence_card,doctor,complete the missing part of the sentence.,"ientulehdus ja siitä mahdollisesti aiheutuva hampaiden kiinnityskudossairaus parodontiitti voivat aiheuttaa koko kehoon vaikuttavan kroonisen eli sitkeän[11] matala-asteisen[48] tulehdustilan,[49] jota ymmärretään vasta osittain.[11] | vasta | vasta",5,/home/vitus/floently-finnish/apps/backend/materials/cards/published/professional/doctor/phrases/b1_b2.json,card.sentence.doctor.ientulehdus.ja.siita.mahdollisesti.aiheutuva.hampaiden.kiinnitys.0774 || card.sentence.doctor.ientulehdus.ja.siita.mahdollisesti.aiheutuva.hampaiden.kiinnitys.11418 || card.sentence.doctor.ientulehdus.ja.siita.mahdollisesti.aiheutuva.hampaiden.kiinnitys.7399 || card.sentence.doctor.ientulehdus.ja.siita.mahdollisesti.aiheutuva.hampaiden.kiinnitys.7404 || card.sentence.doctor.ientulehdus.ja.siita.mahdollisesti.aiheutuva.hampaiden.kiinnitys.7409
