id,profession,front,reasons,source,source_path
doctor_417,doctor,"Heidän mukaansa lääkkeitä _____tään liian paljon, ja he haluaisivat turvautua lääkkeettömään hoitoon.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_418,doctor,"Heidän mukaansa lääkkeitä _____tään liian paljon, ja he haluaisivat turvautua lääkkeettömään hoitoon.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_422,doctor,Ihmisten lisäksi diabeteksen eri muotoja voi _____ muilla selkärankaisilla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_423,doctor,Ihmisten lisäksi diabeteksen eri muotoja voi _____ muilla selkärankaisilla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_427,doctor,"Jälkimmäisestä esimerkkejä ovat koirat, joilla voi erityisesti ilmetä tyypin 1 diabeteksen _____ sairaus, ja kissat, joilla voi ilmetä eritoten tyypin 2 diabeteksen _____ sairaus.[8]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_428,doctor,"Jälkimmäisestä esimerkkejä ovat koirat, joilla voi erityisesti ilmetä tyypin 1 diabeteksen _____ sairaus, ja kissat, joilla voi ilmetä eritoten tyypin 2 diabeteksen _____ sairaus.[8]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_432,doctor,Sanaa ”mellitus” käytti ensi kerran vuonna 1798 _____n ”diabetes” jälkiliitteenä englantilainen kirurgi John Rollo.[23],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_433,doctor,Sanaa ”mellitus” käytti ensi kerran vuonna 1798 _____n ”diabetes” jälkiliitteenä englantilainen kirurgi John Rollo.[23],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_437,doctor,Hämeenlinnan kaupungin varhaiskasvatusjohtajan Erja Hirvosen mukaan _____ on vakava,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_438,doctor,Hämeenlinnan kaupungin varhaiskasvatusjohtajan Erja Hirvosen mukaan _____ on vakava,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_442,doctor,"Lääkäriliiton hallituksen puheenjohtaja Niina Koivuviita sanoo, että yhtenä huolenaiheena oli, että _____ houkuttelisi yhä useamman lääkärin vaihtamaan julkiselta sektorilta yksityiselle lääkäriasemalle.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_443,doctor,"Lääkäriliiton hallituksen puheenjohtaja Niina Koivuviita sanoo, että yhtenä huolenaiheena oli, että _____ houkuttelisi yhä useamman lääkärin vaihtamaan julkiselta sektorilta yksityiselle lääkäriasemalle.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_447,doctor,"Aikaisemmin leikkaus oli äärimmäisen kivulias kokemus ja leikkaajia kehotettiin _____maan leikkaukset mahdollisimman nopeasti, ettei potilas kärsisi niin paljoa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_448,doctor,"Aikaisemmin leikkaus oli äärimmäisen kivulias kokemus ja leikkaajia kehotettiin _____maan leikkaukset mahdollisimman nopeasti, ettei potilas kärsisi niin paljoa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_452,doctor,Lääkäreiden _____kkaille ja potilaille lääkärimäärän kasvu voi tarkoittaa valinnanvaran lisääntymistä.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_453,doctor,Lääkäreiden _____kkaille ja potilaille lääkärimäärän kasvu voi tarkoittaa valinnanvaran lisääntymistä.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_457,doctor,"Vaikea silmäsairaus NAION hyvin harvinainen haittavaikutus, jota voi _____ yhdellä ihmisellä kymmenestä tuhannesta.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_458,doctor,"Vaikea silmäsairaus NAION hyvin harvinainen haittavaikutus, jota voi _____ yhdellä ihmisellä kymmenestä tuhannesta.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_462,doctor,"Koronapandemian _____ kokonaiskuolleisuuteen oli Suomessa pandemia-aikana vähäinen, kertoo Terveyden ja hyvinvoinnin laitos.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_463,doctor,"Koronapandemian _____ kokonaiskuolleisuuteen oli Suomessa pandemia-aikana vähäinen, kertoo Terveyden ja hyvinvoinnin laitos.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_467,doctor,"Lääkäri voi _____ laihdutuslääkereseptin chatissa, puhelimessa tai videovastaanotolla hyvinkin nopeasti.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_468,doctor,"Lääkäri voi _____ laihdutuslääkereseptin chatissa, puhelimessa tai videovastaanotolla hyvinkin nopeasti.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_475,doctor,"Bakteerin aiheuttaman aivokalvontulehduksen tyypillisiä oireita ovat korkea kuume, kova päänsärky, niskajäykkyys, tajunnan _____t ja sekavuus",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_476,doctor,"Bakteerin aiheuttaman aivokalvontulehduksen tyypillisiä oireita ovat korkea kuume, kova päänsärky, niskajäykkyys, tajunnan _____t ja sekavuus",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_480,doctor,Tartuntoihin keskittynyt lääketieteen erikoisala on nimeltään _____sairaudet.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_481,doctor,Tartuntoihin keskittynyt lääketieteen erikoisala on nimeltään _____sairaudet.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_485,doctor,"Potilaaseen liittyvistä tekijöistä leikkausinfektion riskiä lisäävät muun muassa ikä, yleistila, suorituskyky, lihavuus ja aliravitsemus; sairaudet kuten infektiot, diabetes, munuaisten vajaatoiminta ja syövät; päihteet kuten tupakointi ja alkoholismi; sekä hoidot kuten sairaalahoitojaksot, _____ ja immunosuppressiiviset hoidot.[20]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_486,doctor,"Potilaaseen liittyvistä tekijöistä leikkausinfektion riskiä lisäävät muun muassa ikä, yleistila, suorituskyky, lihavuus ja aliravitsemus; sairaudet kuten infektiot, diabetes, munuaisten vajaatoiminta ja syövät; päihteet kuten tupakointi ja alkoholismi; sekä hoidot kuten sairaalahoitojaksot, _____ ja immunosuppressiiviset hoidot.[20]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_490,doctor,Jutusta selviää myös miksi osa _____sta lähtee ulkomaille lääkäriopintoihin.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_491,doctor,Jutusta selviää myös miksi osa _____sta lähtee ulkomaille lääkäriopintoihin.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_495,doctor,Suusta lähtöisin olevan tulehduksen aiheuttama paine ja luukalvon venytys saattavat aiheuttaa _____a kipua[31],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_496,doctor,Suusta lähtöisin olevan tulehduksen aiheuttama paine ja luukalvon venytys saattavat aiheuttaa _____a kipua[31],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_500,doctor,"Aikaisemmin leikkaus oli äärimmäisen kivulias _____ ja leikkaajia kehotettiin hoitamaan leikkaukset mahdollisimman nopeasti, ettei potilas kärsisi niin paljoa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_501,doctor,"Aikaisemmin leikkaus oli äärimmäisen kivulias _____ ja leikkaajia kehotettiin hoitamaan leikkaukset mahdollisimman nopeasti, ettei potilas kärsisi niin paljoa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_505,doctor,Kokeilussa 65 vuotta täyttäneet voivat _____ kolme kertaa vuodessa yksityisen yleislääkärin 20 minuutin vastaanotolla noin 30 eurolla eli samalla hinnalla kuin julkisella,digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_506,doctor,Kokeilussa 65 vuotta täyttäneet voivat _____ kolme kertaa vuodessa yksityisen yleislääkärin 20 minuutin vastaanotolla noin 30 eurolla eli samalla hinnalla kuin julkisella,digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_510,doctor,Kysyimme Terveystalolta ja Pihlajalinnalta kommentteja Ylen haastattelemien _____iden väitteisiin,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_511,doctor,Kysyimme Terveystalolta ja Pihlajalinnalta kommentteja Ylen haastattelemien _____iden väitteisiin,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_515,doctor,"Ammatinharjoittajalääkärit ovat yrittäjiä, jotka vuokraavat _____lta vastaanottotiloja ja vastaanottoon tarvittavaa tekniikkaa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_516,doctor,"Ammatinharjoittajalääkärit ovat yrittäjiä, jotka vuokraavat _____lta vastaanottotiloja ja vastaanottoon tarvittavaa tekniikkaa",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_520,doctor,Elektiivisiin _____in kuuluu muun muassa erilaisten ei-henkeä vaarantavien terveysongelmien korjaaminen.[5],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_521,doctor,Elektiivisiin _____in kuuluu muun muassa erilaisten ei-henkeä vaarantavien terveysongelmien korjaaminen.[5],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_525,doctor,"Kyseinen termi otettiin käyttöön vuonna 1992, jolloin Evidence-Based Medicine Working Group -_____nen asiantuntijaryhmä suositteli, että lääkäreiden koulutuksen ja hoitovalintojen pitäisi perustua tieteelliseen tutkimusnäyttöön sen sijaan, että lääkärit luottaisivat vain omaan intuitioonsa, päättelyynsä tai kliiniseen kokemukseensa",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_526,doctor,"Kyseinen termi otettiin käyttöön vuonna 1992, jolloin Evidence-Based Medicine Working Group -_____nen asiantuntijaryhmä suositteli, että lääkäreiden koulutuksen ja hoitovalintojen pitäisi perustua tieteelliseen tutkimusnäyttöön sen sijaan, että lääkärit luottaisivat vain omaan intuitioonsa, päättelyynsä tai kliiniseen kokemukseensa",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_530,doctor,Varhaisv_____essa metformiinin kaltaiset lääkkeet voivat riittää hoidoksi,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_531,doctor,Varhaisv_____essa metformiinin kaltaiset lääkkeet voivat riittää hoidoksi,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_535,doctor,Kirurgisten operaatioiden vaikutusten tutkiminen lääketieteen korkeimpien standardien mukaisesti on _____llista,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_536,doctor,Kirurgisten operaatioiden vaikutusten tutkiminen lääketieteen korkeimpien standardien mukaisesti on _____llista,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_543,doctor,"Tutkimuksessa arvioitiin lähes 1,9 miljoonan lonkan tekonivelleikkauksen pitkäaikaispysyvyyttä eri liukupintavaihtoehdoilla rekisterien _____ella",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_544,doctor,"Tutkimuksessa arvioitiin lähes 1,9 miljoonan lonkan tekonivelleikkauksen pitkäaikaispysyvyyttä eri liukupintavaihtoehdoilla rekisterien _____ella",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_548,doctor,"Ja eihän se nyt terveydellekään _____ksi ole, Silvola sanoo.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_549,doctor,"Ja eihän se nyt terveydellekään _____ksi ole, Silvola sanoo.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_556,doctor,Sanaa ”_____” käytti ensi kerran vuonna 1798 sanan ”diabetes” jälkiliitteenä englantilainen kirurgi John Rollo.[23],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_557,doctor,Sanaa ”_____” käytti ensi kerran vuonna 1798 sanan ”diabetes” jälkiliitteenä englantilainen kirurgi John Rollo.[23],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_561,doctor,Bakteeriperäinen tulehdus oli _____ kuolinsyy länsimaissa ennen antibioottien keksimistä[22],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_562,doctor,Bakteeriperäinen tulehdus oli _____ kuolinsyy länsimaissa ennen antibioottien keksimistä[22],digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_566,doctor,Syöpädiagnoosi oli _____ ottaa vastaan.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_567,doctor,Syöpädiagnoosi oli _____ ottaa vastaan.,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_571,doctor,Kliinisen metabolian _____ Kirsi Pietiläinen on tavannut tuhansia lihavuudesta kärsiviä,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_572,doctor,Kliinisen metabolian _____ Kirsi Pietiläinen on tavannut tuhansia lihavuudesta kärsiviä,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_576,doctor,"Jos _____ on yli enimmäispalkkion, pitää lääkäriasema ylimenevän summan itsellään.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_577,doctor,"Jos _____ on yli enimmäispalkkion, pitää lääkäriasema ylimenevän summan itsellään.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_581,doctor,"Malmin mukaan yhteys _____diabetekseen vaatii vielä lisää tutkimuksia, jotta syy-seuraussuhteet ja taustalla olevat biologiset mekanismit ymmärrettäsiin paremmin.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_582,doctor,"Malmin mukaan yhteys _____diabetekseen vaatii vielä lisää tutkimuksia, jotta syy-seuraussuhteet ja taustalla olevat biologiset mekanismit ymmärrettäsiin paremmin.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_586,doctor,"reikä, tukos, kudostuho, _____, tulehdus, poisto ja siirto",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_587,doctor,"reikä, tukos, kudostuho, _____, tulehdus, poisto ja siirto",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_591,doctor,Urho Kekkosen kansallispuistosta on tullut Metsähallituksen tietoon tällä viikolla kolme vatsatauti_____usta,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_592,doctor,Urho Kekkosen kansallispuistosta on tullut Metsähallituksen tietoon tällä viikolla kolme vatsatauti_____usta,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_596,doctor,"Syöpä ei kuitenkaan ole se ainoa asia sairastuneen _____ssä, hän muistuttaa.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_597,doctor,"Syöpä ei kuitenkaan ole se ainoa asia sairastuneen _____ssä, hän muistuttaa.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_601,doctor,"Vaikea silmäsairaus NAION hyvin harvinainen _____, jota voi esiintyä yhdellä ihmisellä kymmenestä tuhannesta.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_602,doctor,"Vaikea silmäsairaus NAION hyvin harvinainen _____, jota voi esiintyä yhdellä ihmisellä kymmenestä tuhannesta.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_612,doctor,"Lääkärien lisäksi ammatinharjoittajina työskentelee hammas_____tä, fysioterapeutteja, ravitsemusterapeutteja, psykologeja, psykoterapeutteja ja muita terveydenhuollon ammattilaisia",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_613,doctor,"Lääkärien lisäksi ammatinharjoittajina työskentelee hammas_____tä, fysioterapeutteja, ravitsemusterapeutteja, psykologeja, psykoterapeutteja ja muita terveydenhuollon ammattilaisia",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_617,doctor,"Taulukko _____ uusimman (2018) ESC- ja ESH-järjestöjen sekä uusimman (2020) Käypä hoito -suosituksen vastaanottomittauksiin perustuvan verenpaineluokittelun.[13][14] Yhdysvalloissa American Heart Association -järjestöllä oli samanlaisiin arvoihin perustuva taulukko,[15] kunnes vuonna 2017 se muutti verenpaineluokittelun arvoja niin, että suuremmalle osalle ihmisistä luokitellaan kohonnut verenpaine.[16][17]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_618,doctor,"Taulukko _____ uusimman (2018) ESC- ja ESH-järjestöjen sekä uusimman (2020) Käypä hoito -suosituksen vastaanottomittauksiin perustuvan verenpaineluokittelun.[13][14] Yhdysvalloissa American Heart Association -järjestöllä oli samanlaisiin arvoihin perustuva taulukko,[15] kunnes vuonna 2017 se muutti verenpaineluokittelun arvoja niin, että suuremmalle osalle ihmisistä luokitellaan kohonnut verenpaine.[16][17]",digit_in_token|citation_artifact|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_622,doctor,"Raskauden aikana SSRI-lääkkeitä käyttäneitä äitejä verrattiin _____diagnoosin saaneisiin naisiin, jotka eivät käyttäneet _____lääkkeitä raskauden aikana, sekä naisiin, jotka olivat lopettaneet SSRI-lääkityksen ennen raskautta.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_623,doctor,"Raskauden aikana SSRI-lääkkeitä käyttäneitä äitejä verrattiin _____diagnoosin saaneisiin naisiin, jotka eivät käyttäneet _____lääkkeitä raskauden aikana, sekä naisiin, jotka olivat lopettaneet SSRI-lääkityksen ennen raskautta.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_630,doctor,Leikkausinfektioita voidaan vähentää mikrobilääkeprofylaksin eli ennaltaehkäisevän lää_____idon avulla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_631,doctor,Leikkausinfektioita voidaan vähentää mikrobilääkeprofylaksin eli ennaltaehkäisevän lää_____idon avulla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_635,doctor,"Ylen haastattelemat henkilöt kertovat, että lääkäriasemat ovat yksi_____sesti muuttaneet sopimusten ehtoja ammatinharjoittajille huonompaan suuntaan.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_636,doctor,"Ylen haastattelemat henkilöt kertovat, että lääkäriasemat ovat yksi_____sesti muuttaneet sopimusten ehtoja ammatinharjoittajille huonompaan suuntaan.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_640,doctor,"Tämä pelko ei näytä laajassa mittakaavassa käyneen toteen, vaikka markkinoille onkin kokeilun kannustamana ilmestynyt uusia _____ä lääkäriyrityksiä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_641,doctor,"Tämä pelko ei näytä laajassa mittakaavassa käyneen toteen, vaikka markkinoille onkin kokeilun kannustamana ilmestynyt uusia _____ä lääkäriyrityksiä.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_645,doctor,Mat_____-asteisen tulehduksen aikaansaama immuunijärjestelmän aktivaatio laskee kipukynnystä etenkin naisilla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_646,doctor,Mat_____-asteisen tulehduksen aikaansaama immuunijärjestelmän aktivaatio laskee kipukynnystä etenkin naisilla,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_650,doctor,"Ylen haastattelemat henkilöt kertovat, että lääkäriasemat ovat yksipuolisesti muuttaneet _____ten ehtoja ammatinharjoittajille huonompaan suuntaan.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_651,doctor,"Ylen haastattelemat henkilöt kertovat, että lääkäriasemat ovat yksipuolisesti muuttaneet _____ten ehtoja ammatinharjoittajille huonompaan suuntaan.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_664,doctor,"Jos potilas ei voi _____, hänen on hyvä saada hieman suolaa nesteen mukana.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_665,doctor,"Jos potilas ei voi _____, hänen on hyvä saada hieman suolaa nesteen mukana.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_669,doctor,"Bernin ja Minnesotan yliopistojen yhteisessä tutkimuksessa löydettiin _____ yhteys sairauteen, jossa koirille kehittyy hermostollisia häiriöitä",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_670,doctor,"Bernin ja Minnesotan yliopistojen yhteisessä tutkimuksessa löydettiin _____ yhteys sairauteen, jossa koirille kehittyy hermostollisia häiriöitä",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_674,doctor,Korjaus 12.3.2026 kello 14.18: Korjattu tutkimuksen _____n nimi,digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_675,doctor,Korjaus 12.3.2026 kello 14.18: Korjattu tutkimuksen _____n nimi,digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_679,doctor,"Hän esiintyy tässä _____ pelkällä etunimellään, koska aihe käsittelee arkaluontoisia terveystietoja",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_680,doctor,"Hän esiintyy tässä _____ pelkällä etunimellään, koska aihe käsittelee arkaluontoisia terveystietoja",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_687,doctor,Nyt Jutila on kolmannen vuoden lääketieteen _____ Oradean yliopistossa Romaniassa,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_688,doctor,Nyt Jutila on kolmannen vuoden lääketieteen _____ Oradean yliopistossa Romaniassa,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_692,doctor,"Miesvaltaisilla aloilla on myös havaittavissa se, että lääkärille _____än vasta, kun oireet ovat jo pahat ja jatkuneet pitkään.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_693,doctor,"Miesvaltaisilla aloilla on myös havaittavissa se, että lääkärille _____än vasta, kun oireet ovat jo pahat ja jatkuneet pitkään.",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_697,doctor,Diagnoosi voi olla _____,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_698,doctor,Diagnoosi voi olla _____,multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_702,doctor,"Olen miettinyt, miten hän _____ sen kaiken syöpätiedon alla",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_703,doctor,"Olen miettinyt, miten hän _____ sen kaiken syöpätiedon alla",multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
doctor_713,doctor,"1700-luvulla _____n ja lääketieteen oppialat alkoivat yhdistyä, kun _____n harjoittaminen siirtyi välskäreiltä lääkäreiden hoitoon",digit_in_token|multiword_vocab_token,legacy,/home/vitus/floently-finnish/apps/backend/practice/data/cards/doctor_cards.json
